Url,Status,Name,Organisation,Address,City,State,Zip Code,Country,E-mails,Domain,Alexa Rank,Registrar
https://fydo.steaminedik.pro/GQEHU?tag_id=747518&sub_id1=nov_15099585_Windows_10.0_Chrome&sub_id2=410874278257517046&cookie_id=dcbc8830-89eb-4781-bc20-43e15567cf5b&lp=download_screen_arrow&convert=Your%20Video%20Is%20Ready%20To%20Stream&allb=redirect&ob=redirect&href=https%3A%2F%2Fwww.predictionds.com%2Fjump%2Fnext.php%3Fr%3D2160135%26sub1%3D%5BWEBSITEID%5D&hop=5&info=&geo=IN&sub=fydo,Legitimate,STEAMINEDIK.PROsteaminedik.pro,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.come74306e2bf194f65847fbc094b110618.protect@whoisguard.com,STEAMINEDIK.PROsteaminedik.pro,-1,NAMECHEAP INC
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,78,MarkMonitor Inc.
https://www.kaggle.cohttps://www.kaggle.com/ryches/better-indoor-localization-wipm/ryches/better-indoor-localization-wip,Legitimate,KAGGLE.COMkaggle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,KAGGLE.COMkaggle.com,-1,MarkMonitor Inc.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious,crowdfundingplace.co.uk,None,None,None,None,None,None,None,crowdfundingplace.co.uk,-1,123-Reg Limited t/a 123-reg [Tag = 123-REG]
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious,crowdfundingplace.co.uk,None,None,None,None,None,None,None,crowdfundingplace.co.uk,-1,123-Reg Limited t/a 123-reg [Tag = 123-REG]
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,23,MarkMonitor Inc.
https://twitter.com/HemaMalini__/status/1551606862566625280?cn=ZmxleGlibGVfcmVjcw%3D%3D&refsrc=email,Legitimate,TWITTER.COMtwitter.com,Twitter Inc.,1355 Market Street,San Francisco,CA,None,US,domainabuse@cscglobal.comdomains@twitter.comdomains-tech@twitter.com,TWITTER.COMtwitter.com,10,CSC CORPORATE DOMAINS INC.
https://ww7.7movierulz.sk/,Legitimate,7movierulz.sk,None,None,None,None,None,None,None,7movierulz.sk,7233,Gandi SAS
https://ww7.7movierulz.com/,Legitimate,7MOVIERULZ.COM7movierulz.com,None,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Ohio,None,US,abuse@registrar.eu,7MOVIERULZ.COM7movierulz.com,3876804,Hosting Concepts B.V. d/b/a Registrar.eu
http://hosts-file.net/ ,Malicious,HOSTS-FILE.NET,Domains By Proxy LLC,DomainsByProxy.com2155 E Warner Rd,Tempe,Arizona,None,US,abuse@godaddy.com,HOSTS-FILE.NET,722951,GoDaddy.com LLC
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,23,MarkMonitor Inc.
http://hosts-file.net/,Malicious,HOSTS-FILE.NET,Domains By Proxy LLC,DomainsByProxy.com2155 E Warner Rd,Tempe,Arizona,None,US,abuse@godaddy.com,HOSTS-FILE.NET,722951,GoDaddy.com LLC
http://owaoutlook-webmailadmin.moonfruit.com/,Malicious,MOONFRUIT.COMmoonfruit.com,Sitemaker Software Limited,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,None,None,GB,abuse@support.gandi.net13e9d74e13c0d40fecae501683c1d3c9-374796@contact.gandi.net,MOONFRUIT.COMmoonfruit.com,227723,GANDI SAS
http://owaoutlook-webmailadmin.moonfruit.com/,Malicious,MOONFRUIT.COMmoonfruit.com,Sitemaker Software Limited,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,None,None,GB,abuse@support.gandi.net13e9d74e13c0d40fecae501683c1d3c9-374796@contact.gandi.net,MOONFRUIT.COMmoonfruit.com,230520,GANDI SAS
http://ssl-facebook.com.fbmailus.net/acc-confirm.html,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.coursera.org/programs/ace-track-1566-s-31i7x?authProvider=ace-circuit,Legitimate,coursera.orgCOURSERA.ORG,Domains By Proxy LLC,REDACTED FOR PRIVACYDomainsByProxy.com2155 E Warner Rd,['REDACTED FOR PRIVACY', 'Tempe'],Arizona,None,US,abuse@godaddy.com,coursera.orgCOURSERA.ORG,247,GoDaddy.com LLC
http://ssl-facebook.com.fbmailus.net/acc-confirm.html,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://ssl-facebook.com.fbmailus.net/acc-confirm.html,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.googl.com,Legitimate,GOOGL.COMgoogl.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGL.COMgoogl.com,-1,MarkMonitor Inc.
http://www.pashminaonline.com/pure-pashminas,Malicious,PASHMINAONLINE.COMpashminaonline.com,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,None,None,NL,abuse@key-systems.netabusereport@key-systems.netinfo@domain-contact.org,PASHMINAONLINE.COMpashminaonline.com,-1,Key-Systems GmbH
http://www.pashminaonline.com/pure-pashminas,Malicious,PASHMINAONLINE.COMpashminaonline.com,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,None,None,NL,abuse@key-systems.netabusereport@key-systems.netinfo@domain-contact.org,PASHMINAONLINE.COMpashminaonline.com,-1,Key-Systems GmbH
https://www.google.com,Legitimate,GOOGLE.COM,None,None,None,None,None,None,abusecomplaints@markmonitor.com,GOOGLE.COM,-1,MarkMonitor Inc.
http://www.pashminaonline.com/pure-pashminas,Malicious,PASHMINAONLINE.COMpashminaonline.com,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,None,None,NL,abuse@key-systems.netabusereport@key-systems.netinfo@domain-contact.org,PASHMINAONLINE.COMpashminaonline.com,-1,Key-Systems GmbH
